title,authors,rating,year,month,day
More Adventures of the Great Brain (Great Brain  #2),John D. Fitzgerald/Mercer Mayer,4.26,2004,2,9
More Classic Italian Cooking,Marcella Hazan,4.48,1984,7,12
More Leaves from the Inn of the Last Home (Dragonlance: Leaves from the Inn of the Last Home  #2),Margaret Weis/Tracy Hickman,4.01,2000,6,1
More Milly Molly Mandy,Joyce Lankester Brisley,4.12,1999,9,1
More Plums in One (Stephanie Plum  #4-6),Janet Evanovich,4.45,2007,4,3
More Readings From One Man's Wilderness: The Journals of Richard L. Proenneke  1974-1980,Richard Proenneke/John Branson,4.42,2006,1,5
More Sideways Arithmetic from Wayside School (Wayside School #2.6),Louis Sachar,3.92,1994,9,1
More Than You Know: Finding Financial Wisdom in Unconventional Places,Michael J. Mauboussin,4.09,2006,4,21
More Twisted: Collected Stories Vol. II,Jeffery Deaver,3.84,2007,1,1
Morgan's Passing,Anne Tyler,3.78,1996,8,27
Morgan's Run,Colleen McCullough,3.95,2002,1,1
Morgoth's Ring (The History of Middle-Earth  #10),J.R.R. Tolkien/Christopher Tolkien,4.13,1993,12,14
Mormon Country,Wallace Stegner/Richard W. Etulain,3.95,2003,9,1
Mornings on Horseback: The Story of an Extraordinary Family  a Vanished Way of Life  and the Unique Child Who Became Theodore Roosevelt,David McCullough,4.12,1982,5,12
Morrigan's Cross (Circle Trilogy  #1),Nora Roberts,4.14,2006,8,29
Mortal Fear,Robin Cook,3.75,1989,3,23
Mortal Fear (Mississippi #1),Greg Iles,4.0,1998,2,1
Mortals,Norman Rush,3.74,2004,7,13
Mosquito Bite,Alexandra Siy/Dennis Kunkel,3.51,2006,2,1
"Most Likely to Succeed at Work: How Work Is Just Like High School -- Crib Notes for Getting Along and Getting Ahead Amidst Bullies  Teachers' Pets  Cheerleaders  and Other Members of the ""Class""",Wilma Davidson/Jack   Dougherty,3.45,2003,6,5
Motel Blues,Bill Bryson/David B. Ellis,3.83,2003,4,15
Mother God: The Feminine Principle to Our Creator,Sylvia Browne,4.05,2004,2,1
Mother Maria Skobtsova: Essential Writings,Maria Skobtsova/Richard Pevear,4.31,2002,10,1
Mother Night,Kurt Vonnegut Jr.,4.22,1999,5,11
Mother of Pearl,Melinda Haynes,3.69,2000,6,1
Mother's Milk,Edward St. Aubyn,3.76,2006,11,9
Motor Mouth (Alex Barnaby #2),Janet Evanovich,3.68,2006,10,3
Motorcycle Basics Techbook,John Harold Haynes,3.85,2002,7,5
Mount Vernon Love Story: A Novel of George and Martha Washington,Mary Higgins Clark,3.62,2003,6,1
Mountain Madness (Wilderness  #24),David   Robbins/David Thompson,4.45,1998,6,1
Mountain of Black Glass (Otherland  #3),Tad Williams,4.05,2000,9,12
Mountains Beyond Mountains: The Quest of Dr. Paul Farmer  a Man Who Would Cure the World,Tracy Kidder,4.21,2004,8,31
Mouse or Rat?: Translation as Negotiation,Umberto Eco,3.8,2004,9,28
Movie Shoes (Shoes  #6),Noel Streatfeild,4.0,1984,5,1
Moving Pictures (Discworld  #10; Industrial Revolution  #1),Terry Pratchett,3.94,2005,4,1
Mozart's Don Giovanni (the Dover Opera Libretto Series),Wolfgang Amadeus Mozart/Lorenzo Da Ponte/Ellen H. Bleiler,3.94,1985,10,1
Mr Tompkins in Paperback (Canto),George Gamow/Roger Penrose,4.19,1993,3,26
Mr. Bump,Roger Hargreaves,4.03,1998,3,23
Mr. Christmas,Roger Hargreaves/Adam Hargreaves,3.65,2006,9,14
Mr. Happy,Roger Hargreaves,3.98,2004,4,30
Mr. Impossible,Roger Hargreaves,3.95,1998,8,24
Mr. Ives' Christmas,Oscar Hijuelos,3.76,2003,12,23
Mr. Jelly and the Pirates,Roger Hargreaves/Adam Hargreaves,3.82,2007,5,10
Mr. Majeika and the School Trip,Humphrey Carpenter,3.85,1999,4,29
Mr. Maybe,Jane Green,3.45,2002,6,11
Mr. Mulliner Speaking,P.G. Wodehouse,4.01,2005,3,3
Mr. Murder,Dean Koontz,3.76,2006,7,5
Mr. Sammler's Planet,Saul Bellow/Stanley Crouch,3.76,2004,1,6
Mr. and Mistress (Dynasties: The Elliotts #5),Heidi Betts,3.37,2006,5,9
Mrs. Dalloway,Virginia Woolf/Maureen Howard,3.79,2002,10,28
Mrs. McGinty's Dead (Hercule Poirot  #30),Agatha Christie,3.83,2002,7,1
Mrs. Piggle-Wiggle (Mrs. Piggle Wiggle  #1),Betty MacDonald/Alexandra Boiger,4.16,2007,8,14
Mrs. Piggle-Wiggle Treasury (Mrs. Piggle Wiggle  #1-2  #4),Betty MacDonald/Hilary Knight,4.46,1995,6,15
Mrs. Piggle-Wiggle's Magic (Mrs. Piggle Wiggle  #2),Betty MacDonald/Alexandra Boiger,4.16,2007,8,14
Mrs. Sharp's Traditions: Reviving Victorian Family Celebrations of Comfort & Joy,Sarah Ban Breathnach,4.08,2001,12,31
Much Ado About Nothing,William Shakespeare/David L. Stevenson,4.07,1998,7,1
Much Ado about Nothing,William Shakespeare/Samuel West/Amanda Root/Arkangel Cast,4.07,2005,11,30
Much Ado about Nothing,William Shakespeare/F.H. Mares,4.07,2003,4,21
Much Ado about Nothing,William Shakespeare/Mary Berry/Michael Clamp,4.07,2005,9,1
Much Ado about Nothing,William Shakespeare/Roma Gill,4.07,2004,12,2
Much Ado about Nothing,William Shakespeare/Jacky Bratton,4.07,1998,5,2
Much Ado about Nothing (Oxford School Shakespeare),William Shakespeare/Roma Gill,4.07,2002,12,12
Much Obliged  Jeeves,P.G. Wodehouse,4.23,2004,4,12
Muerte Blanca,Clive Cussler/Paul Kemprecos,3.91,2005,9,6
Mugglenet.Com's What Will Happen in Harry Potter 7: Who Lives  Who Dies  Who Falls in Love and How Will the Adventure Finally End?,Ben Schoen/Andy Gordon/Gretchen Stull/Emerson Spartz/Jamie Lawrence,4.23,2006,10,19
Muhammad: A Biography of the Prophet,Karen Armstrong,4.15,1993,9,10
Muhammad: A Prophet for Our Time,Karen Armstrong,4.08,2006,10,17
Mulliner Nights (Mr. Mulliner  #3),P.G. Wodehouse,4.11,2005,4,12
Multiculturalism,Charles Taylor/Amy Gutmann/Michael Walzer/Susan R. Wolf/Shierry Weber Nicholsen/Kwame Anthony Appiah/Jürgen Habermas/Steven C. Rockefeller,3.8,1994,9,11
Mumbo Jumbo,Ishmael Reed/Gérard H. Durand,3.82,1998,1,5
Murder On The Glitter Box (Steve Allen Mystery #3),Steve Allen,3.6,1998,1,1
Murder Unleashed (Jack and Jamie #2),Lee Charles Kelley,3.95,2004,1,1
Murder at Ford's Theatre (Capital Crimes  #19),Margaret Truman,3.74,2003,9,30
Murder at The Washington Tribune (Capital Crimes  #21),Margaret Truman,3.58,2006,10,31
Murder at the Vicarage (Miss Marple  #1),Agatha Christie,4.05,2006,9,1
Murder at the Vicarage (Miss Marple  #1),Agatha Christie,4.05,2000,9,1
Murder by Moonlight & Other Mysteries (New Adventures of Sherlock Holmes 19-24),NOT A BOOK,4.0,2006,10,3
Murder from the East,Carroll John Daly,3.63,1935,1,1
Murder in Amsterdam: The Death of Theo van Gogh and the Limits of Tolerance,Ian Buruma,3.72,2006,9,7
Murder in Foggy Bottom (Capital Crimes  #17),Margaret Truman,3.71,2002,1,29
Murder in the Bastille (Aimee Leduc Investigations  #4),Cara Black,3.73,2004,4,1
Murder in the Cathedral,T.S. Eliot,3.76,1964,3,18
Murder on the Orient Express (Hercule Poirot  #10),Agatha Christie,4.17,2004,8,31
Murder on the Orient Express (Hercule Poirot  #10),Agatha Christie,4.17,2006,9,1
Murder on the Yellow Brick Road (Toby Peters  #2),Stuart M. Kaminsky,3.63,2000,5,1
Museo: Textos Ineditos,Adolfo Bioy Casares,4.17,2002,10,1
Museum of Terror  Vol. 1: Tomie 1,Junji Ito/伊藤潤二/Naomi Kokubo,4.09,2006,8,8
Museum of Terror  Vol. 2: Tomie 2,Junji Ito/伊藤潤二/Naomi Kokubo,4.11,2006,9,19
Museum of Terror  Vol. 3: The Long Hair in the Attic,Junji Ito/伊藤潤二,4.12,2006,11,21
Music & Silence,Rose Tremain,3.95,2001,5,1
Music in the Night (Logan  #4),V.C. Andrews,3.85,1998,3,1
Music of the Meadow (Little Einsteins Early Reader),Susan Ring/Kelly Preston/Katie Nix,3.7,2006,9,1
Must Love Dragons (Immortally Sexy  #2),Stephanie Rowe,3.98,2006,11,1
Mutant Message Down Under,Marlo Morgan,3.79,2004,5,25
Mutants & Masterminds: RPG,Steve Kenson/Ramón Pérez,3.81,2005,11,1
Mutants: On Genetic Variety and the Human Body,Armand Marie Leroi,4.05,2005,1,25
My Antonia (Great Plains trilogy #3),Willa Cather/Alyssa  Harad,3.79,2009,3,4
My Dirty Thirties: Romantic Hedonism,Kelly  Carr,3.0,2004,7,1
My Education: A Book of Dreams,William S. Burroughs,3.7,1996,6,1
My Father's Dragon (My Father's Dragon  #1),Ruth Stiles Gannett,4.1,2005,12,27
My Favorite Year: A Collection of Football Writing,Nick Hornby/D.J. Taylor/Huw Richards/Chris Pierson/Roddy Doyle/Harry Ritchie/Harry Pearson/Olly Wicken/Graham Brack/Matt Nation/Ed Horton/Don  Watson,3.68,2001,8,1
My First Story of Christmas,Tim Dowley/Roger Langton,4.07,2004,9,1
My First Word Touch and Feel,Anne Millard,3.79,2001,9,19
My Gal Sunday,Mary Higgins Clark,3.57,2003,2,1
My Heart May Be Broken  but My Hair Still Looks Great (Domestic Equalizers #2),Dixie Cash,3.88,2006,8,29
My Invented Country: A Nostalgic Journey Through Chile,Isabel Allende,3.85,2003,5,27
My Inventions,Nikola Tesla,4.01,2006,5,17
My Ishmael (Ishmael  #3),Daniel Quinn,4.07,1998,10,6
My Life,Bill Clinton,3.73,2004,6,22
My Life  Volume I: The Early Years,Bill Clinton,3.82,2005,5,31
My Life as a Man,Philip Roth,3.73,1994,1,13
My Life in France,Julia Child/Alex Prud'Homme,4.17,2006,4,4
My Little House Crafts Book: 18 Projects from Laura Ingalls Wilder's,Carolyn Strom Collins/Christina Wyss Eriksson/Mary Collier,4.03,1998,3,21
My Lord Eternity (Immortal Rogues  #2),Debbie Raleigh/Alexandra Ivy,3.73,2003,10,1
My Movie Business,John Irving,3.34,2000,10,5
My Movie Business: A Memoir,John Irving,3.34,2000,10,10
My Name Is Asher Lev,Chaim Potok,4.21,2003,3,11
My Name is Aram,William Saroyan/Don Freeman,4.15,1991,6,1
My Perfect Life (Confessions of a Teenage Drama Queen  #2),Dyan Sheldon,3.32,2005,3,3
My Pride and Joy: An Autobiography,George  Adamson,4.23,1987,12,31
My Secret Garden: Women's Sexual Fantasies,Nancy Friday,3.68,2003,10,28
My Secret: A PostSecret Book,Frank Warren,4.34,2006,10,24
My Side of the Mountain (Mountain  #1),Jean Craighead George,4.06,2004,4,12
My Sister's Keeper,Jodi Picoult,4.07,2005,2,1
My Sister's Keeper,Mavis Applewater,3.86,2004,3,9
My Sister's Keeper (Gillian Adams  #2),Nora Kelly,3.7,2000,2,1
My Soul to Keep (African Immortals  #1),Tananarive Due,4.17,1998,4,8
My Story as told by Water: Confessions  Druidic Rants  Reflections  Bird-watchings  Fish-stalkings  Visions  Songs and Prayers Refracting Light  from Living Rivers  in the Age of the Industrial Dark,David James Duncan,4.1,2001,7,17
My Uncle Napoleon,Iraj Pezeshkzad/Dick Davis/Azar Nafisi,4.16,2006,4,11
My Uncle Oswald,Roald Dahl,3.89,1986,5,1
My War Gone By  I Miss It So,Anthony Loyd,4.29,2001,2,1
My War Gone by  I Miss It So,Anthony Loyd,4.29,2000,11,7
My Wicked  Wicked Ways,Errol Flynn/Jeffrey Meyers,4.02,2005,2,25
My Wicked Pirate,Rona Sharon,3.9,2006,11,1
My Woman His Wife,Anna J.,4.38,2006,9,1
My Year of Meats,Ruth Ozeki,3.96,1999,3,1
My Ántonia (Great Plains Trilogy  #3),Willa Cather,3.79,2000,2,20
MySQL Cookbook,Paul DuBois,4.0,2006,12,4
Mysteria (Mysteria  #1),MaryJanice Davidson/Susan Grant/P.C. Cast/Gena Showalter,3.73,2006,7,5
Mysteries,Colin Wilson,4.08,2006,7,28
Mysteries,Knut Hamsun/Sverre Lyngstad,4.09,2001,1,1
Mystery Walk,Robert R. McCammon,3.89,1992,10,1
Mystic River,Dennis Lehane,4.18,2001,2,1
Mystic River,Dennis Lehane,4.18,2001,3,5
Mystical Paths (Starbridge  #5),Susan Howatch,4.23,1996,7,1
Myth and Reality,Mircea Eliade/Willard R. Trask,4.08,1998,6,1
Mythographi Graeci 1: Apollodori Bibliotheca  Apollodori epitoma  Procli excerpta ex cycli epici carminibus  Pediasmi libellus de duodecim Herculis...Graecorum et Romanorum Teubneriana,Apollodorus/Richard Wagner,0.0,1998,7,15
Mythology,Edith Hamilton/Steele Savage,4.0,1998,9,14
Mythology: The DC Comics Art of Alex Ross,Alex Ross/Geoff Spear/Chip Kidd,4.33,2005,11,8
Mythology: Timeless Tales of Gods and Heroes,Edith Hamilton,4.0,1999,8,1
Myths of Light: Eastern Metaphors of the Eternal (Collected Work),Joseph Campbell/David Kudler,4.43,2003,5,16
Myths of the Norsemen: Retold from the Old Norse Poems and Tales,Roger Lancelyn Green/Alan Langford,4.0,1994,11,1
"Myths of the Underworld Journey: Plato  Aristophanes  and the ""Orphic"" Gold Tablets",Radcliffe G. Edmonds III,3.75,2004,11,18
Méli-mélo,Jill Mansell,3.71,2002,10,31
Mémoires de l'Enfer,Marilyn Manson/Neil Strauss/Gilles Vaugeois,3.89,2000,11,15
NYC Ballet Workout,Peter Martins/Paul Kolnik/Richard Corman/Howard  Kaplan,4.01,1997,1,13
Nabokov's Pale Fire: The Magic of Artistic Discovery,Brian Boyd,4.22,2001,11,4
Nacho and Lolita,Pam Muñoz Ryan/Claudia Rueda,3.97,2005,10,1
Nachtschwärmer (Meredith Gentry  #2),Laurell K. Hamilton,4.06,2003,5,1
Naked,David Sedaris/Amy Sedaris,4.09,2001,10,1
Naked Came the Manatee,Carl Hiaasen/Elmore Leonard/Dave Barry/James W. Hall/Edna Buchanan/Les Standiford/Paul Levine/Brian Antoni/Tananarive Due/John Dufresne/Vicki Hendricks/Carolina Hospital/Evelyn Mayerson,3.48,1998,1,20
Naked Conversations: How Blogs Are Changing the Way Businesses Talk with Customers,Robert Scoble/Shel  Israel,3.72,2006,1,1
Naked Economics: Undressing the Dismal Science,Charles Wheelan,4.03,2003,9,17
Naked Empire (Sword of Truth  #8),Terry Goodkind,3.81,2004,10,1
Naked Empire (Sword of Truth  #8),Terry Goodkind,3.81,2004,6,1
Naked Lunch,William S. Burroughs/James Grauerholz/Barry Miles,3.46,2004,1,26
Naked Lunch: The Restored Text,William S. Burroughs,3.46,2005,5,3
Naked Pictures of Famous People,Jon   Stewart,3.59,1999,9,22
Name Dropping,Jane Heller,3.52,2001,3,15
Nancy Drew: Girl Detective: #1-4,Carolyn Keene,4.02,2004,10,1
Nancy's Mysterious Letter (Nancy Drew Mystery Stories  #8),Carolyn Keene/Walter Karig,3.86,1996,4,1
Nanny Ogg's Cookbook,Terry Pratchett/Stephen Briggs/Tina Hannan/Paul Kidby,4.0,2001,11,1
Naokos Lächeln,Haruki Murakami/Ursula Gräfe,4.03,2003,2,1
Naomi,Jun'ichirō Tanizaki/Anthony H. Chambers,3.69,2001,4,10
Narcisse et Goldmund,Hermann Hesse,4.2,1991,1,1
Narcissus and Goldmund,Hermann Hesse/Leila Vennewitz,4.2,1993,6,1
Narcissus in Chains (Anita Blake  Vampire Hunter  #10),Laurell K. Hamilton,3.9,2002,9,24
Narraciones Extraordinarias,Edgar Allan Poe,4.13,2004,6,1
Narrative of the Life of Frederick Douglass  an American Slave / Incidents in the Life of a Slave Girl,Frederick Douglass/Harriet Ann Jacobs/Kwame Anthony Appiah,4.01,2004,12,28
Narrative of the Life of Frederick Douglass: An American Slave,Frederick Douglass/Gregory Stephens/Peter J. Gomes,4.02,2005,6,7
Narrative of the Life of Frederick Douglass: An American Slave  Written by Himself,Frederick Douglass,4.02,2004,11,1
Narrative of the Life of Frederick Douglass: An American Slave  Written by Himself,Frederick Douglass/David W. Blight,4.02,2002,12,25
Nathan the Wise  Minna von Barnhelm  and Other Plays and Writings,Gotthold Ephraim Lessing,3.7,1991,12,1
Nathaniel Hawthorne's The Scarlet Letter,Nathaniel Hawthorne/Karin Jacobson,3.4,2001,4,29
Nathaniel Hawthorne: The Scarlet Letter: Essays  Articles  Reviews,Elmer Kennedy-Andrews,3.38,2000,12,27
National Geographic Field Guide to the Birds of North America,National Geographic Society/Jon L. Dunn/Jonathan Alderfer,4.38,2006,11,23
National Geographic Traveler: Australia,Roff Smith,3.8,1999,10,5
Nations and Nationalism since 1780: Programme  Myth  Reality,Eric Hobsbawm,3.9,1992,10,30
Native Son,Richard Wright,3.99,2005,8,2
"Natural Cures ""They"" Don't Want You to Know about",Kevin Trudeau,3.09,2004,1,1
Natural Health  Natural Medicine,Andrew Weil,4.11,2004,12,9
Natural Theology: Comprising Nature & Grace by Professor Dr Emil Brunner & the Reply No! by Dr Karl Barth,Karl Barth/Emil Brunner/Peter Fraenkel,3.72,2002,12,1
Nature Girl,Carl Hiaasen,3.63,2006,11,14
Naughty Little Secret,Shayla Black/Shelley Bradley,3.73,2006,8,1
Nausea,Jean-Paul Sartre/James  Wood/Robert Baldick,3.92,2000,11,30
Nausicaä De La Vallée Du Vent  Tome 4,Hayao Miyazaki,4.59,2001,6,12
Nausicaä de la vallée du vent  tome 3,Hayao Miyazaki,4.56,2001,2,20
Nausicaä of the Valley of the Wind  Vol. 4 (Nausicaä of the Valley of the Wind  #4),Hayao Miyazaki/David Lewis/Toren Smith/Kaori Inoue/Joe Yamazaki/Walden Wong/Izumi Evers,4.59,2004,6,2
Nausicaä of the Valley of the Wind  Vol. 5 (Nausicaä of the Valley of the Wind  #5),Hayao Miyazaki/Matt Thorn/Kaori Inoue/Joe Yamazaki/Walden Wong/Izumi Evers,4.61,2004,6,30
Nausicaä of the Valley of the Wind  Vol. 6 (Nausicaä of the Valley of the Wind  #6),Hayao Miyazaki/Matt Thorn/Kaori Inoue/Joe Yamazaki/Walden Wong/Izumi Evers,4.62,2004,8,10
Nausicaä of the Valley of the Wind  Vol. 7 (Nausicaä of the Valley of the Wind  #7),Hayao Miyazaki/Matt Thorn/Kaori Inoue/Joe Yamazaki/Walden Wong/Izumi Evers,4.61,2004,9,7
Navajo Long Walk,Nancy M. Armstrong/Paulette Livers-Lambert,3.45,1994,7,1
"Nearer the Moon: From ""A Journal of Love"": The Unexpurgated Diary of Anaïs Nin  1937-1939",Anaïs Nin/Gunther Stuhlmann,4.23,1996,11,1
Neil Gaiman's Neverwhere,Mike Carey/Glenn Fabry/Neil Gaiman,4.24,2007,2,14
Neither Here nor There: Travels in Europe,Bill Bryson,3.86,1993,3,28
Nemean Odes. Isthmian Odes. Fragments,Pindar/William H. Race,4.19,1997,4,15
Nemesis (Miss Marple  #12),Agatha Christie,3.85,2000,5,1
Neptune Noir: Unauthorized Investigations into Veronica Mars,Rob Thomas/Leah Wilson/Heather Havrilesky/Amy Berner/Lynne Edwards/John  Ramos/Alafair Burke/Chris McCubbin/Lawrence Watt-Evans/Lani Diane Rich/Geoff Klock/Judy Fitzwater/Evelyn Vaughn/Joyce Millman/Amanda Ann Klein/Kristen Kidder/Jesse Hassenger/Gwen Ellery/Misty Hook/Samantha Bornemann,3.63,2007,4,10
Nerve,Dick Francis,4.04,1998,9,1
Netochka Nezvanova,Fyodor Dostoyevsky/Jane Kentish,3.81,1985,8,29
Neuromancer,William Gibson,3.9,2004,11,2
Never Call Retreat,Bruce Catton/E.B. Long,4.33,2001,12,31
Never Far From Nowhere,Andrea Levy,3.7,1996,8,8
Never Go Back,Robert Goddard,3.71,2006,10,23
Never Go Home Again,Shannon Holmes,4.03,2005,9,27
Never Let Me Go,Kazuo Ishiguro,3.82,2010,8,31
Never Let Me Go,Kazuo Ishiguro,3.82,2006,1,31
Never Let Me Go,Kazuo Ishiguro/Rosalyn Landor,3.82,2005,4,12
Neverwhere,Neil Gaiman,4.17,2001,5,17
Neverwhere (London Below  #1),Neil Gaiman,4.17,2003,9,2
New Amazons,Margaret Weis/Jane Lindskold/Linda Baker/Kathleen M. Massie-Ferch/Cynthia Ward/Lawrence C. Connolly/John Tigges/Kate Novak/Janet Pack/James Reasoner/Livia Reasoner/Nick O'Donohoe/Anne Yvonne Gilbert/Linda Mannheim/Nancy Springer/Gary A. Braunbeck/Jo Clayton/Robyn McGrew/Kevin T. Stein/Felicia Dale/Russell          Davis,3.56,2000,2,1
New Complete Guide to Sewing,Reader's Digest Association,4.23,2002,10,24
New Hope for the Dead (Hoke Mosely #2),Charles Willeford/James Lee Burke,3.9,2004,8,10
New Jewish Wedding  Revised,Anita Diamant,3.96,2001,3,6
New Media Language,Jean Aitchison/Diana M. Lewis,3.0,2003,5,22
New Moon (Moon #6),Rebecca York,3.86,2007,3,6
New Rules: Polite Musings from a Timid Observer,Bill Maher,3.71,2005,7,26
New Selected Poems 1966-1987,Seamus Heaney,4.19,2002,3,4
New Threads in the Pattern: The Great Hunt  Part 2 (Wheel of Time  #2-2),Robert Jordan/Charles Keegan,4.27,2004,1,5
New Worlds  Ancient Texts: The Power of Tradition and the Shock of Discovery,Anthony Grafton,3.62,1995,3,15
New X-Men  Volume 1: E Is for Extinction,Grant Morrison/Frank Quitely,4.06,2006,9,27
New X-Men  Volume 4: Riot at Xavier's,Grant Morrison/Frank Quitely,4.06,2006,11,15
New X-Men  Volume 7: Here Comes Tomorrow,Grant Morrison/Marc Silvestri,3.75,2006,11,15
New X-Men: Omnibus,Grant Morrison/Marc Silvestri/Chris Bachalo/John Paul Leon/Frank Quitely/Leinil Francis Yu/Igor Kordey/Ethan Van Sciver/Keron Grant/Tom Derenick/Phil Jimenez,4.23,2006,12,6
New York 2000: Architecture and Urbanism Between the Bicentennial and the Millennium,Robert A.M. Stern/David Fishman/Jacob Tilove,4.44,2006,11,1
New York City's Best Dive Bars: Drinking and Diving in the Five Boroughs,Wendy  Mitchell/June Kim,3.75,2003,7,1
Next,Michael Crichton,3.5,2006,11,28
Next: The Future Just Happened,Michael   Lewis,3.67,2002,5,17
NextWave: Agents of H.A.T.E.  Vol. 1: This is What They Want,Warren Ellis/Stuart Immonen/Wade Von Grawbadger/Dave McCaig,4.16,2006,9,13
Nexus (The Rosy Crucifixion  #3),Henry Miller,4.1,1994,1,13
Nick & Norah's Infinite Playlist,Rachel Cohn/David Levithan,3.71,2006,5,23
Nickel and Dimed: On (Not) Getting by in America,Barbara Ehrenreich,3.63,2002,5,1
Nicolae (Left Behind  #3),Tim LaHaye/Jerry B. Jenkins,3.96,2005,12,3
Nicomachean Ethics,Aristotle/Martin Ostwald,3.94,1962,1,11
Nicomachean Ethics,Aristotle/Hippocrates George Apostle,3.94,1984,5,1
Nicomachean Ethics,Aristotle/Joe Sachs,3.94,2002,1,1
Nietzche and Philosophy,Gilles Deleuze/Michael Hardt,4.17,2006,5,16
Nigella Bites: From Family Meals to Elegant Dinners--Easy  Delectable Recipes for Any Occasion,Nigella Lawson/Francesca Yorke,4.0,2002,11,13
Night Beat: A Shadow History of Rock & Roll,Mikal Gilmore,3.74,1999,2,1
Night Draws Near: Iraq's People in the Shadow of America's War,Anthony Shadid,4.12,2000,9,5
Night Falls Fast: Understanding Suicide,Kay Redfield Jamison,4.1,2000,10,10
Night Has a Thousand Eyes,Cornell Woolrich,3.77,2007,4,1
Night Over Water,Ken Follett,3.82,2004,4,6
Night Shift,Stephen King,4.0,1979,2,1
Night Shift,Stephen King,4.0,1993,10,1
Night Train to Memphis (Vicky Bliss  #5),Elizabeth Peters,4.07,1995,12,1
